shipment_id,order_id,ship_date,delivery_date,status
SH038073,O038073,2025-11-03,2025-11-06,Delivered
SH038074,O038074,2025-11-03,2025-11-08,Delivered
SH038075,O038075,2025-11-04,2025-11-06,Delivered
SH038076,O038076,2025-11-02,2025-11-07,Delivered
SH038077,O038077,2025-11-03,2025-11-08,Delivered
SH038078,O038078,2025-11-02,2025-11-04,Delivered
SH038079,O038079,2025-11-03,2025-11-05,Delivered
SH038080,O038080,2025-11-02,2025-11-05,Delivered
SH038081,O038081,2025-11-03,2025-11-06,Delivered
SH038082,O038082,2025-11-02,2025-11-07,Delivered
SH038083,O038083,2025-11-03,,Cancelled
SH038084,O038084,2025-11-04,2025-11-06,Delivered
SH038085,O038085,2025-11-02,2025-11-05,Delivered
SH038086,O038086,2025-11-03,,Cancelled
SH038087,O038087,2025-11-04,2025-11-07,Delivered
SH038088,O038088,2025-11-03,2025-11-06,Delivered
SH038089,O038089,2025-11-04,2025-11-10,Delayed
SH038090,O038090,2025-11-04,2025-11-08,Delivered
SH038091,O038091,2025-11-04,2025-11-09,Delivered
SH038092,O038092,2025-11-04,2025-11-09,Delivered
SH038093,O038093,2025-11-04,2025-11-08,Delivered
SH038094,O038094,2025-11-04,2025-11-09,Delivered
SH038095,O038095,2025-11-02,2025-11-06,Delivered
SH038096,O038096,2025-11-04,2025-11-09,Delivered
SH038097,O038097,2025-11-02,2025-11-07,Delivered
SH038098,O038098,2025-11-03,2025-11-08,Delivered
SH038099,O038099,2025-11-04,2025-11-06,Delivered
SH038100,O038100,2025-11-03,2025-11-08,Delivered
SH038101,O038101,2025-11-02,2025-11-06,Delivered
SH038102,O038102,2025-11-03,2025-11-07,Delivered
SH038103,O038103,2025-11-04,2025-11-07,Delivered
SH038104,O038104,2025-11-04,2025-11-09,Delivered
SH038105,O038105,2025-11-04,2025-11-09,Delivered
SH038106,O038106,2025-11-02,2025-11-05,Delivered
SH038107,O038107,2025-11-03,2025-11-06,Delivered
SH038108,O038108,2025-11-03,2025-11-06,Delivered
SH038109,O038109,2025-11-03,2025-11-07,Delivered
SH038110,O038110,2025-11-03,2025-11-08,Delivered
SH038111,O038111,2025-11-04,2025-11-09,Delivered
SH038112,O038112,2025-11-02,2025-11-04,Delivered
SH038113,O038113,2025-11-03,2025-11-08,Delivered
SH038114,O038114,2025-11-03,2025-11-05,Delivered
SH038115,O038115,2025-11-04,2025-11-09,Delivered
SH038116,O038116,2025-11-02,2025-11-05,Delivered
SH038117,O038117,2025-11-04,2025-11-10,Delayed
SH038118,O038118,2025-11-04,2025-11-06,Delivered
SH038119,O038119,2025-11-03,2025-11-06,Delivered
SH038120,O038120,2025-11-04,2025-11-06,Delivered
SH038121,O038121,2025-11-04,2025-11-09,Delivered
SH038122,O038122,2025-11-03,2025-11-05,Delivered
SH038123,O038123,2025-11-02,2025-11-07,Delivered
SH038124,O038124,2025-11-02,2025-11-04,Delivered
SH038125,O038125,2025-11-03,2025-11-08,Delivered
SH038126,O038126,2025-11-02,2025-11-04,Delivered
SH038127,O038127,2025-11-03,2025-11-07,Delivered
SH038128,O038128,2025-11-03,2025-11-11,Delayed
SH038129,O038129,2025-11-03,2025-11-07,Delivered
SH038130,O038130,2025-11-04,2025-11-07,Delivered
SH038131,O038131,2025-11-02,2025-11-04,Delivered
SH038132,O038132,2025-11-03,2025-11-05,Delivered
SH038133,O038133,2025-11-04,2025-11-06,Delivered
SH038134,O038134,2025-11-04,2025-11-08,Delivered
SH038135,O038135,2025-11-03,2025-11-07,Delivered
SH038136,O038136,2025-11-02,2025-11-06,Delivered
SH038137,O038137,2025-11-04,2025-11-09,Delivered
SH038138,O038138,2025-11-02,2025-11-05,Delivered
SH038139,O038139,2025-11-04,2025-11-06,Delivered
SH038140,O038140,2025-11-04,2025-11-09,Delivered
SH038141,O038141,2025-11-03,2025-11-07,Delivered
SH038142,O038142,2025-11-02,2025-11-07,Delivered
SH038143,O038143,2025-11-03,2025-11-06,Delivered
SH038144,O038144,2025-11-04,2025-11-10,Delayed
SH038145,O038145,2025-11-04,2025-11-12,Delayed
SH038146,O038146,2025-11-03,2025-11-07,Delivered
SH038147,O038147,2025-11-04,2025-11-09,Delivered
SH038148,O038148,2025-11-02,2025-11-12,Delayed
SH038149,O038149,2025-11-04,2025-11-08,Delivered
SH038150,O038150,2025-11-02,2025-11-04,Delivered
SH038151,O038151,2025-11-03,2025-11-07,Delivered
SH038152,O038152,2025-11-04,2025-11-07,Delivered
SH038153,O038153,2025-11-02,2025-11-07,Delivered
SH038154,O038154,2025-11-04,2025-11-11,Delayed
SH038155,O038155,2025-11-02,2025-11-05,Delivered
SH038156,O038156,2025-11-02,2025-11-07,Delivered
SH038157,O038157,2025-11-03,2025-11-06,Delivered
SH038158,O038158,2025-11-04,2025-11-08,Delivered
SH038159,O038159,2025-11-04,2025-11-06,Delivered
SH038160,O038160,2025-11-04,2025-11-07,Delivered
SH038161,O038161,2025-11-02,,Cancelled
SH038162,O038162,2025-11-02,2025-11-05,Delivered
SH038163,O038163,2025-11-03,2025-11-15,Delayed
SH038164,O038164,2025-11-03,2025-11-05,Delivered
SH038165,O038165,2025-11-04,,Cancelled
SH038166,O038166,2025-11-03,2025-11-07,Delivered
SH038167,O038167,2025-11-02,2025-11-07,Delivered
SH038168,O038168,2025-11-02,2025-11-07,Delivered
SH038169,O038169,2025-11-04,2025-11-08,Delivered
SH038170,O038170,2025-11-03,2025-11-06,Delivered
SH038171,O038171,2025-11-02,2025-11-05,Delivered
SH038172,O038172,2025-11-03,2025-11-06,Delivered
SH038173,O038173,2025-11-03,2025-11-06,Delivered
SH038174,O038174,2025-11-03,2025-11-08,Delivered
SH038175,O038175,2025-11-03,2025-11-06,Delivered
SH038176,O038176,2025-11-03,2025-11-05,Delivered
SH038177,O038177,2025-11-04,2025-11-08,Delivered
SH038178,O038178,2025-11-02,2025-11-04,Delivered
SH038179,O038179,2025-11-04,2025-11-06,Delivered
SH038180,O038180,2025-11-02,2025-11-05,Delivered
SH038181,O038181,2025-11-03,2025-11-08,Delivered
SH038182,O038182,2025-11-04,2025-11-09,Delivered
SH038183,O038183,2025-11-04,2025-11-08,Delivered
SH038184,O038184,2025-11-04,2025-11-07,Delivered
SH038185,O038185,2025-11-03,2025-11-07,Delivered
SH038186,O038186,2025-11-02,2025-11-07,Delivered
SH038187,O038187,2025-11-04,2025-11-13,Delayed
SH038188,O038188,2025-11-02,2025-11-05,Delivered
SH038189,O038189,2025-11-02,2025-11-07,Delivered
SH038190,O038190,2025-11-04,2025-11-09,Delivered
SH038191,O038191,2025-11-02,,Cancelled
SH038192,O038192,2025-11-03,2025-11-07,Delivered
SH038193,O038193,2025-11-04,2025-11-09,Delivered
SH038194,O038194,2025-11-03,2025-11-10,Delayed
SH038195,O038195,2025-11-04,2025-11-07,Delivered
SH038196,O038196,2025-11-04,2025-11-08,Delivered
SH038197,O038197,2025-11-02,2025-11-05,Delivered
SH038198,O038198,2025-11-03,2025-11-07,Delivered
SH038199,O038199,2025-11-02,2025-11-06,Delivered
SH038200,O038200,2025-11-02,,Cancelled
SH038201,O038201,2025-11-02,,Cancelled
SH038202,O038202,2025-11-04,2025-11-09,Delivered
SH038203,O038203,2025-11-03,2025-11-07,Delivered
SH038204,O038204,2025-11-03,2025-11-08,Delivered
SH038205,O038205,2025-11-04,2025-11-07,Delivered
SH038206,O038206,2025-11-02,2025-11-04,Delivered
SH038207,O038207,2025-11-04,2025-11-09,Delivered
SH038208,O038208,2025-11-04,2025-11-06,Delivered
SH038209,O038209,2025-11-04,2025-11-08,Delivered
SH038210,O038210,2025-11-04,2025-11-09,Delivered
SH038211,O038211,2025-11-02,2025-11-07,Delivered
SH038212,O038212,2025-11-04,2025-11-07,Delivered
SH038213,O038213,2025-11-04,2025-11-09,Delivered
SH038214,O038214,2025-11-04,2025-11-06,Delivered
SH038215,O038215,2025-11-04,2025-11-07,Delivered
SH038216,O038216,2025-11-04,2025-11-09,Delivered
SH038217,O038217,2025-11-03,2025-11-05,Delivered
SH038218,O038218,2025-11-03,2025-11-05,Delivered
SH038219,O038219,2025-11-02,2025-11-05,Delivered
SH038220,O038220,2025-11-02,2025-11-04,Delivered
SH038221,O038221,2025-11-04,2025-11-07,Delivered
SH038222,O038222,2025-11-02,2025-11-08,Delayed
SH038223,O038223,2025-11-03,2025-11-08,Delivered
SH038224,O038224,2025-11-04,,Cancelled
SH038225,O038225,2025-11-04,2025-11-07,Delivered
SH038226,O038226,2025-11-02,2025-11-04,Delivered
SH038227,O038227,2025-11-03,2025-11-11,Delayed
SH038228,O038228,2025-11-03,2025-11-08,Delivered
SH038229,O038229,2025-11-02,2025-11-05,Delivered
SH038230,O038230,2025-11-02,2025-11-05,Delivered
SH038231,O038231,2025-11-03,2025-11-08,Delivered
SH038232,O038232,2025-11-04,2025-11-09,Delivered
SH038233,O038233,2025-11-04,2025-11-09,Delivered
SH038234,O038234,2025-11-04,2025-11-07,Delivered
SH038235,O038235,2025-11-04,2025-11-08,Delivered
SH038236,O038236,2025-11-04,2025-11-06,Delivered
SH038237,O038237,2025-11-03,2025-11-07,Delivered
SH038238,O038238,2025-11-03,2025-11-08,Delivered
SH038239,O038239,2025-11-04,2025-11-09,Delivered
SH038240,O038240,2025-11-02,2025-11-07,Delivered
SH038241,O038241,2025-11-03,2025-11-06,Delivered
SH038242,O038242,2025-11-02,2025-11-04,Delivered
SH038243,O038243,2025-11-03,2025-11-14,Delayed
SH038244,O038244,2025-11-03,2025-11-06,Delivered
SH038245,O038245,2025-11-02,2025-11-06,Delivered
SH038246,O038246,2025-11-04,2025-11-06,Delivered
SH038247,O038247,2025-11-04,2025-11-08,Delivered
SH038248,O038248,2025-11-04,2025-11-07,Delivered
SH038249,O038249,2025-11-02,2025-11-06,Delivered
SH038250,O038250,2025-11-02,2025-11-04,Delivered
SH038251,O038251,2025-11-04,2025-11-08,Delivered
SH038252,O038252,2025-11-04,2025-11-07,Delivered
SH038253,O038253,2025-11-03,2025-11-13,Delayed
SH038254,O038254,2025-11-03,2025-11-05,Delivered
SH038255,O038255,2025-11-02,2025-11-04,Delivered
SH038256,O038256,2025-11-02,2025-11-06,Delivered
SH038257,O038257,2025-11-03,2025-11-06,Delivered
SH038258,O038258,2025-11-04,2025-11-08,Delivered
SH038259,O038259,2025-11-03,2025-11-06,Delivered
SH038260,O038260,2025-11-02,2025-11-06,Delivered
SH038261,O038261,2025-11-02,2025-11-12,Delayed
SH038262,O038262,2025-11-04,2025-11-09,Delivered
SH038263,O038263,2025-11-02,2025-11-05,Delivered
SH038264,O038264,2025-11-04,2025-11-13,Delayed
SH038265,O038265,2025-11-04,2025-11-06,Delivered
SH038266,O038266,2025-11-02,2025-11-04,Delivered
SH038267,O038267,2025-11-02,,Cancelled
SH038268,O038268,2025-11-02,2025-11-06,Delivered
SH038269,O038269,2025-11-02,2025-11-04,Delivered
SH038270,O038270,2025-11-03,2025-11-08,Delivered
SH038271,O038271,2025-11-04,2025-11-06,Delivered
SH038272,O038272,2025-11-02,2025-11-05,Delivered
SH038273,O038273,2025-11-03,2025-11-06,Delivered
SH038274,O038274,2025-11-02,2025-11-05,Delivered
SH038275,O038275,2025-11-03,2025-11-06,Delivered
SH038276,O038276,2025-11-02,2025-11-04,Delivered
SH038277,O038277,2025-11-02,2025-11-07,Delivered
SH038278,O038278,2025-11-03,2025-11-07,Delivered
SH038279,O038279,2025-11-04,2025-11-08,Delivered
SH038280,O038280,2025-11-02,2025-11-14,Delayed
SH038281,O038281,2025-11-02,2025-11-07,Delivered
SH038282,O038282,2025-11-04,2025-11-07,Delivered
SH038283,O038283,2025-11-04,2025-11-09,Delivered
SH038284,O038284,2025-11-02,2025-11-07,Delivered
SH038285,O038285,2025-11-04,2025-11-09,Delivered
SH038286,O038286,2025-11-02,2025-11-07,Delivered
SH038287,O038287,2025-11-03,2025-11-08,Delivered
SH038288,O038288,2025-11-04,2025-11-09,Delivered
SH038289,O038289,2025-11-02,2025-11-04,Delivered
SH038290,O038290,2025-11-02,2025-11-04,Delivered
SH038291,O038291,2025-11-04,2025-11-08,Delivered
SH038292,O038292,2025-11-02,2025-11-04,Delivered
SH038293,O038293,2025-11-03,2025-11-05,Delivered
SH038294,O038294,2025-11-03,2025-11-05,Delivered
SH038295,O038295,2025-11-03,2025-11-08,Delivered
SH038296,O038296,2025-11-03,2025-11-12,Delayed
SH038297,O038297,2025-11-04,2025-11-09,Delivered
SH038298,O038298,2025-11-02,2025-11-05,Delivered
SH038299,O038299,2025-11-02,2025-11-04,Delivered
SH038300,O038300,2025-11-02,2025-11-07,Delivered
SH038301,O038301,2025-11-03,2025-11-08,Delivered
SH038302,O038302,2025-11-03,2025-11-10,Delayed
SH038303,O038303,2025-11-04,2025-11-07,Delivered
SH038304,O038304,2025-11-04,2025-11-08,Delivered
SH038305,O038305,2025-11-03,2025-11-07,Delivered
SH038306,O038306,2025-11-04,2025-11-09,Delivered
SH038307,O038307,2025-11-04,2025-11-08,Delivered
SH038308,O038308,2025-11-04,2025-11-06,Delivered
SH038309,O038309,2025-11-03,2025-11-07,Delivered
SH038310,O038310,2025-11-04,2025-11-06,Delivered
SH038311,O038311,2025-11-03,2025-11-06,Delivered
SH038312,O038312,2025-11-03,2025-11-05,Delivered
SH038313,O038313,2025-11-04,2025-11-07,Delivered
SH038314,O038314,2025-11-02,2025-11-13,Delayed
SH038315,O038315,2025-11-02,2025-11-04,Delivered
SH038316,O038316,2025-11-04,2025-11-09,Delivered
SH038317,O038317,2025-11-04,2025-11-07,Delivered
SH038318,O038318,2025-11-04,2025-11-06,Delivered
SH038319,O038319,2025-11-02,2025-11-07,Delivered
SH038320,O038320,2025-11-02,2025-11-04,Delivered
SH038321,O038321,2025-11-04,2025-11-09,Delivered
SH038322,O038322,2025-11-02,,Cancelled
SH038323,O038323,2025-11-02,2025-11-05,Delivered
SH038324,O038324,2025-11-02,2025-11-05,Delivered
SH038325,O038325,2025-11-02,2025-11-07,Delivered
SH038326,O038326,2025-11-03,2025-11-07,Delivered
SH038327,O038327,2025-11-02,2025-11-06,Delivered
SH038328,O038328,2025-11-03,2025-11-10,Delayed
SH038329,O038329,2025-11-02,2025-11-06,Delivered
SH038330,O038330,2025-11-03,2025-11-08,Delivered
SH038331,O038331,2025-11-03,2025-11-13,Delayed
SH038332,O038332,2025-11-04,2025-11-09,Delivered
SH038333,O038333,2025-11-04,2025-11-06,Delivered
SH038334,O038334,2025-11-03,2025-11-08,Delivered
SH038335,O038335,2025-11-04,2025-11-07,Delivered
SH038336,O038336,2025-11-04,,Cancelled
SH038337,O038337,2025-11-03,2025-11-07,Delivered
SH038338,O038338,2025-11-04,2025-11-06,Delivered
SH038339,O038339,2025-11-02,2025-11-07,Delivered
SH038340,O038340,2025-11-04,2025-11-06,Delivered
SH038341,O038341,2025-11-04,2025-11-13,Delayed
SH038342,O038342,2025-11-02,2025-11-07,Delivered
SH038343,O038343,2025-11-03,2025-11-06,Delivered
SH038344,O038344,2025-11-03,2025-11-07,Delivered
SH038345,O038345,2025-11-02,2025-11-06,Delivered
SH038346,O038346,2025-11-03,,Cancelled
SH038347,O038347,2025-11-03,2025-11-05,Delivered
SH038348,O038348,2025-11-03,2025-11-15,Delayed
SH038349,O038349,2025-11-02,2025-11-06,Delivered
SH038350,O038350,2025-11-03,2025-11-05,Delivered
SH038351,O038351,2025-11-03,2025-11-07,Delivered
SH038352,O038352,2025-11-03,2025-11-08,Delivered
SH038353,O038353,2025-11-03,2025-11-06,Delivered
SH038354,O038354,2025-11-04,2025-11-06,Delivered
SH038355,O038355,2025-11-03,,Cancelled
SH038356,O038356,2025-11-03,2025-11-06,Delivered
SH038357,O038357,2025-11-03,2025-11-08,Delivered
SH038358,O038358,2025-11-04,2025-11-07,Delivered
SH038359,O038359,2025-11-02,2025-11-04,Delivered
SH038360,O038360,2025-11-03,2025-11-07,Delivered
SH038361,O038361,2025-11-03,2025-11-07,Delivered
SH038362,O038362,2025-11-02,2025-11-05,Delivered
SH038363,O038363,2025-11-02,2025-11-07,Delivered
SH038364,O038364,2025-11-04,2025-11-09,Delivered
SH038365,O038365,2025-11-04,2025-11-07,Delivered
SH038366,O038366,2025-11-02,2025-11-04,Delivered
SH038367,O038367,2025-11-02,2025-11-04,Delivered
SH038368,O038368,2025-11-02,2025-11-04,Delivered
SH038369,O038369,2025-11-03,2025-11-05,Delivered
SH038370,O038370,2025-11-04,2025-11-07,Delivered
SH038371,O038371,2025-11-02,2025-11-05,Delivered
SH038372,O038372,2025-11-03,2025-11-06,Delivered
SH038373,O038373,2025-11-03,2025-11-05,Delivered
SH038374,O038374,2025-11-03,2025-11-07,Delivered
SH038375,O038375,2025-11-02,,Cancelled
SH038376,O038376,2025-11-02,2025-11-06,Delivered
SH038377,O038377,2025-11-02,2025-11-05,Delivered
SH038378,O038378,2025-11-04,2025-11-07,Delivered
SH038379,O038379,2025-11-02,2025-11-06,Delivered
SH038380,O038380,2025-11-04,2025-11-08,Delivered
SH038381,O038381,2025-11-02,2025-11-05,Delivered
SH038382,O038382,2025-11-04,2025-11-08,Delivered
SH038383,O038383,2025-11-04,2025-11-07,Delivered
SH038384,O038384,2025-11-04,,Cancelled
SH038385,O038385,2025-11-03,2025-11-06,Delivered
SH038386,O038386,2025-11-04,2025-11-06,Delivered
SH038387,O038387,2025-11-03,2025-11-07,Delivered
SH038388,O038388,2025-11-03,2025-11-14,Delayed
SH038389,O038389,2025-11-04,2025-11-07,Delivered
SH038390,O038390,2025-11-02,2025-11-05,Delivered
SH038391,O038391,2025-11-03,,Cancelled
SH038392,O038392,2025-11-02,2025-11-09,Delayed
SH038393,O038393,2025-11-03,2025-11-08,Delivered
SH038394,O038394,2025-11-02,2025-11-04,Delivered
SH038395,O038395,2025-11-02,2025-11-05,Delivered
SH038396,O038396,2025-11-02,2025-11-04,Delivered
SH038397,O038397,2025-11-03,2025-11-05,Delivered
SH038398,O038398,2025-11-02,2025-11-06,Delivered
SH038399,O038399,2025-11-04,2025-11-07,Delivered
SH038400,O038400,2025-11-04,2025-11-06,Delivered
SH038401,O038401,2025-11-04,2025-11-08,Delivered
SH038402,O038402,2025-11-04,2025-11-09,Delivered
SH038403,O038403,2025-11-03,2025-11-05,Delivered
SH038404,O038404,2025-11-02,2025-11-04,Delivered
SH038405,O038405,2025-11-03,2025-11-05,Delivered
SH038406,O038406,2025-11-04,2025-11-08,Delivered
SH038407,O038407,2025-11-04,2025-11-07,Delivered
SH038408,O038408,2025-11-02,2025-11-07,Delivered
SH038409,O038409,2025-11-03,2025-11-07,Delivered
SH038410,O038410,2025-11-02,2025-11-06,Delivered
SH038411,O038411,2025-11-03,2025-11-07,Delivered
SH038412,O038412,2025-11-02,2025-11-04,Delivered
SH038413,O038413,2025-11-04,2025-11-09,Delivered
SH038414,O038414,2025-11-03,2025-11-06,Delivered
SH038415,O038415,2025-11-02,,Cancelled
SH038416,O038416,2025-11-03,2025-11-08,Delivered
SH038417,O038417,2025-11-02,,Cancelled
SH038418,O038418,2025-11-02,2025-11-07,Delivered
SH038419,O038419,2025-11-04,2025-11-09,Delivered
SH038420,O038420,2025-11-04,2025-11-09,Delivered
SH038421,O038421,2025-11-03,2025-11-06,Delivered
SH038422,O038422,2025-11-03,2025-11-05,Delivered
SH038423,O038423,2025-11-02,2025-11-04,Delivered
SH038424,O038424,2025-11-03,2025-11-06,Delivered
SH038425,O038425,2025-11-03,2025-11-07,Delivered
SH038426,O038426,2025-11-04,,Cancelled
SH038427,O038427,2025-11-02,2025-11-05,Delivered
SH038428,O038428,2025-11-03,2025-11-05,Delivered
SH038429,O038429,2025-11-03,,Cancelled
SH038430,O038430,2025-11-03,2025-11-06,Delivered
SH038431,O038431,2025-11-03,2025-11-05,Delivered
SH038432,O038432,2025-11-03,2025-11-05,Delivered
SH038433,O038433,2025-11-04,2025-11-08,Delivered
SH038434,O038434,2025-11-02,2025-11-06,Delivered
SH038435,O038435,2025-11-03,2025-11-08,Delivered
SH038436,O038436,2025-11-03,2025-11-06,Delivered
SH038437,O038437,2025-11-03,2025-11-06,Delivered
SH038438,O038438,2025-11-03,2025-11-08,Delivered
SH038439,O038439,2025-11-03,2025-11-07,Delivered
SH038440,O038440,2025-11-02,2025-11-06,Delivered
SH038441,O038441,2025-11-03,2025-11-07,Delivered
SH038442,O038442,2025-11-04,2025-11-09,Delivered
SH038443,O038443,2025-11-03,2025-11-07,Delivered
SH038444,O038444,2025-11-03,2025-11-08,Delivered
SH038445,O038445,2025-11-02,2025-11-04,Delivered
SH038446,O038446,2025-11-04,2025-11-09,Delivered
SH038447,O038447,2025-11-04,2025-11-08,Delivered
SH038448,O038448,2025-11-04,2025-11-06,Delivered
SH038449,O038449,2025-11-02,2025-11-05,Delivered
SH038450,O038450,2025-11-02,2025-11-06,Delivered
SH038451,O038451,2025-11-03,2025-11-08,Delivered
SH038452,O038452,2025-11-02,2025-11-07,Delivered
SH038453,O038453,2025-11-04,2025-11-07,Delivered
SH038454,O038454,2025-11-03,2025-11-06,Delivered
SH038455,O038455,2025-11-04,2025-11-08,Delivered
SH038456,O038456,2025-11-02,2025-11-06,Delivered
SH038457,O038457,2025-11-03,2025-11-06,Delivered
SH038458,O038458,2025-11-02,2025-11-04,Delivered
SH038459,O038459,2025-11-03,2025-11-06,Delivered
SH038460,O038460,2025-11-04,2025-11-07,Delivered
SH038461,O038461,2025-11-03,2025-11-08,Delivered
SH038462,O038462,2025-11-02,2025-11-06,Delivered
SH038463,O038463,2025-11-04,2025-11-07,Delivered
SH038464,O038464,2025-11-03,2025-11-08,Delivered
SH038465,O038465,2025-11-04,2025-11-06,Delivered
SH038466,O038466,2025-11-03,2025-11-08,Delivered
SH038467,O038467,2025-11-03,2025-11-06,Delivered
SH038468,O038468,2025-11-02,2025-11-05,Delivered
SH038469,O038469,2025-11-04,2025-11-07,Delivered
SH038470,O038470,2025-11-04,2025-11-09,Delivered
SH038471,O038471,2025-11-02,2025-11-04,Delivered
SH038472,O038472,2025-11-02,2025-11-04,Delivered
SH038473,O038473,2025-11-04,2025-11-06,Delivered
SH038474,O038474,2025-11-03,2025-11-06,Delivered
SH038475,O038475,2025-11-04,2025-11-08,Delivered
SH038476,O038476,2025-11-04,2025-11-06,Delivered
SH038477,O038477,2025-11-03,2025-11-05,Delivered
SH038478,O038478,2025-11-03,2025-11-06,Delivered
SH038479,O038479,2025-11-04,2025-11-08,Delivered
SH038480,O038480,2025-11-03,2025-11-05,Delivered
SH038481,O038481,2025-11-04,2025-11-06,Delivered
SH038482,O038482,2025-11-04,2025-11-07,Delivered
SH038483,O038483,2025-11-04,2025-11-07,Delivered
SH038484,O038484,2025-11-03,2025-11-06,Delivered
SH038485,O038485,2025-11-02,2025-11-07,Delivered
SH038486,O038486,2025-11-03,2025-11-08,Delivered
SH038487,O038487,2025-11-02,2025-11-07,Delivered
SH038488,O038488,2025-11-04,2025-11-11,Delayed
SH038489,O038489,2025-11-04,2025-11-07,Delivered
SH038490,O038490,2025-11-04,2025-11-08,Delivered
SH038491,O038491,2025-11-04,2025-11-06,Delivered
SH038492,O038492,2025-11-02,2025-11-14,Delayed
SH038493,O038493,2025-11-04,2025-11-08,Delivered
SH038494,O038494,2025-11-04,2025-11-08,Delivered
SH038495,O038495,2025-11-03,2025-11-07,Delivered
SH038496,O038496,2025-11-03,2025-11-05,Delivered
SH038497,O038497,2025-11-03,,Cancelled
SH038498,O038498,2025-11-03,2025-11-05,Delivered
SH038499,O038499,2025-11-03,2025-11-11,Delayed
SH038500,O038500,2025-11-03,2025-11-07,Delivered
SH038501,O038501,2025-12-03,2025-12-05,Delivered
SH038502,O038502,2025-12-04,,Cancelled
SH038503,O038503,2025-12-04,2025-12-06,Delivered
SH038504,O038504,2025-12-03,2025-12-08,Delivered
SH038505,O038505,2025-12-04,2025-12-06,Delivered
SH038506,O038506,2025-12-03,2025-12-06,Delivered
SH038507,O038507,2025-12-02,2025-12-08,Delayed
SH038508,O038508,2025-12-04,2025-12-10,Delayed
SH038509,O038509,2025-12-04,2025-12-06,Delivered
SH038510,O038510,2025-12-04,2025-12-08,Delivered
SH038511,O038511,2025-12-04,2025-12-07,Delivered
SH038512,O038512,2025-12-04,2025-12-15,Delayed
SH038513,O038513,2025-12-03,2025-12-08,Delivered
SH038514,O038514,2025-12-03,2025-12-06,Delivered
SH038515,O038515,2025-12-03,,Cancelled
SH038516,O038516,2025-12-03,,Cancelled
SH038517,O038517,2025-12-02,2025-12-07,Delivered
SH038518,O038518,2025-12-02,2025-12-06,Delivered
SH038519,O038519,2025-12-02,2025-12-07,Delivered
SH038520,O038520,2025-12-02,2025-12-07,Delivered
SH038521,O038521,2025-12-04,2025-12-15,Delayed
SH038522,O038522,2025-12-04,2025-12-09,Delivered
SH038523,O038523,2025-12-03,2025-12-08,Delivered
SH038524,O038524,2025-12-03,2025-12-05,Delivered
SH038525,O038525,2025-12-02,2025-12-12,Delayed
SH038526,O038526,2025-12-03,2025-12-08,Delivered
SH038527,O038527,2025-12-02,2025-12-07,Delivered
SH038528,O038528,2025-12-04,2025-12-08,Delivered
SH038529,O038529,2025-12-02,2025-12-06,Delivered
SH038530,O038530,2025-12-04,2025-12-08,Delivered
SH038531,O038531,2025-12-02,2025-12-07,Delivered
SH038532,O038532,2025-12-03,2025-12-05,Delivered
SH038533,O038533,2025-12-02,2025-12-06,Delivered
SH038534,O038534,2025-12-04,2025-12-09,Delivered
SH038535,O038535,2025-12-03,2025-12-06,Delivered
SH038536,O038536,2025-12-04,2025-12-06,Delivered
SH038537,O038537,2025-12-04,2025-12-09,Delivered
SH038538,O038538,2025-12-04,2025-12-09,Delivered
SH038539,O038539,2025-12-04,2025-12-09,Delivered
SH038540,O038540,2025-12-02,2025-12-04,Delivered
SH038541,O038541,2025-12-02,2025-12-06,Delivered
SH038542,O038542,2025-12-02,2025-12-06,Delivered
SH038543,O038543,2025-12-04,2025-12-08,Delivered
SH038544,O038544,2025-12-04,2025-12-15,Delayed
SH038545,O038545,2025-12-02,2025-12-07,Delivered
SH038546,O038546,2025-12-02,2025-12-05,Delivered
SH038547,O038547,2025-12-03,,Cancelled
SH038548,O038548,2025-12-02,2025-12-06,Delivered
SH038549,O038549,2025-12-04,2025-12-07,Delivered
SH038550,O038550,2025-12-02,2025-12-04,Delivered
SH038551,O038551,2025-12-02,2025-12-06,Delivered
SH038552,O038552,2025-12-02,2025-12-05,Delivered
SH038553,O038553,2025-12-03,2025-12-05,Delivered
SH038554,O038554,2025-12-04,2025-12-09,Delivered
SH038555,O038555,2025-12-02,2025-12-05,Delivered
SH038556,O038556,2025-12-02,2025-12-05,Delivered
SH038557,O038557,2025-12-04,2025-12-07,Delivered
SH038558,O038558,2025-12-04,2025-12-08,Delivered
SH038559,O038559,2025-12-03,2025-12-07,Delivered
SH038560,O038560,2025-12-03,2025-12-07,Delivered
SH038561,O038561,2025-12-02,2025-12-07,Delivered
SH038562,O038562,2025-12-04,2025-12-07,Delivered
SH038563,O038563,2025-12-03,2025-12-07,Delivered
SH038564,O038564,2025-12-03,2025-12-09,Delayed
SH038565,O038565,2025-12-04,2025-12-06,Delivered
SH038566,O038566,2025-12-04,2025-12-08,Delivered
SH038567,O038567,2025-12-04,2025-12-09,Delivered
SH038568,O038568,2025-12-02,2025-12-06,Delivered
SH038569,O038569,2025-12-04,2025-12-07,Delivered
SH038570,O038570,2025-12-04,2025-12-09,Delivered
SH038571,O038571,2025-12-03,2025-12-06,Delivered
SH038572,O038572,2025-12-04,2025-12-08,Delivered
SH038573,O038573,2025-12-04,2025-12-12,Delayed
SH038574,O038574,2025-12-02,,Cancelled
SH038575,O038575,2025-12-02,,Cancelled
SH038576,O038576,2025-12-04,2025-12-06,Delivered
