po_id,supplier_id,product_id,order_date,expected_date,received_date,quantity,unit_cost,delay_days
PO010565,S015,P013,2025-02-01,2025-02-21,2025-03-03,333,483.27,10
PO010566,S010,P021,2025-02-01,2025-02-12,2025-02-14,495,165.94,2
PO010567,S013,P008,2025-02-01,2025-02-19,2025-02-25,73,222.73,6
PO010568,S002,P044,2025-02-01,2025-02-06,2025-02-06,441,743.13,0
PO010569,S014,P024,2025-02-01,2025-02-19,2025-02-19,284,346.13,0
PO010570,S004,P003,2025-02-01,2025-02-07,2025-02-07,289,198.22,0
PO010571,S004,P048,2025-02-01,2025-02-08,2025-02-08,494,782.42,0
PO010572,S005,P044,2025-02-01,2025-02-08,2025-02-08,334,743.13,0
PO010573,S004,P035,2025-02-01,2025-02-07,2025-02-07,225,120.82,0
PO010574,S002,P014,2025-02-01,2025-02-06,2025-02-06,486,239.69,0
PO010575,S002,P040,2025-02-01,2025-02-07,2025-02-07,118,390.54,0
PO010576,S009,P010,2025-02-01,2025-02-13,2025-02-13,301,460.35,0
PO010577,S001,P041,2025-02-01,2025-02-07,2025-02-07,491,869.95,0
PO010578,S002,P021,2025-02-01,2025-02-08,2025-02-08,479,165.94,0
PO010579,S001,P023,2025-02-01,2025-02-06,2025-02-06,421,295.84,0
PO010580,S004,P030,2025-02-01,2025-02-08,2025-02-08,386,92.97,0
PO010581,S006,P042,2025-02-01,2025-02-12,2025-02-12,467,364.35,0
PO010582,S014,P023,2025-02-01,2025-02-21,2025-02-21,57,295.84,0
PO010583,S003,P050,2025-02-01,2025-02-08,2025-02-08,424,74.15,0
PO010584,S005,P005,2025-02-01,2025-02-07,2025-02-07,336,621.06,0
PO010585,S006,P038,2025-02-01,2025-02-13,2025-02-13,126,721.51,0
PO010586,S013,P012,2025-02-01,2025-02-16,2025-02-16,262,327.54,0
PO010587,S009,P042,2025-02-01,2025-02-11,2025-02-11,50,364.35,0
PO010588,S010,P014,2025-02-01,2025-02-12,2025-02-12,143,239.69,0
PO010589,S013,P031,2025-02-01,2025-02-21,2025-02-21,484,419.24,0
PO010590,S014,P044,2025-02-01,2025-02-20,2025-03-02,233,743.13,10
PO010591,S005,P019,2025-02-01,2025-02-08,2025-02-08,210,339.38,0
PO010592,S010,P008,2025-02-01,2025-02-10,2025-02-10,269,222.73,0
PO010593,S009,P015,2025-02-01,2025-02-10,2025-02-18,184,612.79,8
PO010594,S009,P045,2025-02-01,2025-02-11,2025-02-11,294,892.85,0
PO010595,S003,P040,2025-02-01,2025-02-07,2025-02-07,247,390.54,0
PO010596,S012,P024,2025-02-01,2025-02-21,2025-02-21,225,346.13,0
PO010597,S007,P032,2025-02-01,2025-02-13,2025-02-13,187,837.3,0
PO010598,S012,P025,2025-02-01,2025-02-16,2025-02-22,331,569.37,6
PO010599,S013,P004,2025-02-01,2025-02-18,2025-02-18,318,105.18,0
PO010600,S007,P041,2025-02-01,2025-02-12,2025-02-12,413,869.95,0
PO010601,S006,P015,2025-02-01,2025-02-12,2025-02-12,245,612.79,0
PO010602,S002,P028,2025-02-01,2025-02-08,2025-02-08,361,618.0,0
PO010603,S015,P044,2025-02-01,2025-02-17,2025-02-17,148,743.13,0
PO010604,S011,P038,2025-02-01,2025-02-20,2025-02-20,195,721.51,0
PO010605,S008,P012,2025-02-01,2025-02-09,2025-02-09,465,327.54,0
PO010606,S014,P010,2025-02-01,2025-02-19,2025-02-25,426,460.35,6
PO010607,S008,P031,2025-02-01,2025-02-10,2025-02-10,126,419.24,0
PO010608,S011,P033,2025-02-01,2025-02-16,2025-02-21,59,316.89,5
PO010609,S003,P002,2025-02-01,2025-02-06,2025-02-06,86,745.39,0
PO010610,S014,P011,2025-02-01,2025-02-21,2025-02-26,81,631.26,5
PO010611,S002,P025,2025-02-01,2025-02-06,2025-02-06,97,569.37,0
PO010612,S003,P043,2025-02-01,2025-02-07,2025-02-07,282,345.43,0
PO010613,S009,P007,2025-02-01,2025-02-09,2025-02-09,239,840.82,0
PO010614,S007,P003,2025-02-01,2025-02-12,2025-02-12,458,198.22,0
PO010615,S003,P007,2025-02-01,2025-02-07,2025-02-07,223,840.82,0
PO010616,S002,P031,2025-02-01,2025-02-08,2025-02-08,429,419.24,0
PO010617,S011,P010,2025-02-01,2025-02-21,2025-02-21,224,460.35,0
PO010618,S004,P005,2025-02-01,2025-02-06,2025-02-06,65,621.06,0
PO010619,S014,P042,2025-02-01,2025-02-21,2025-02-21,104,364.35,0
PO010620,S012,P007,2025-02-01,2025-02-17,2025-02-17,127,840.82,0
PO010621,S001,P018,2025-02-01,2025-02-06,2025-02-06,379,967.35,0
PO010622,S015,P045,2025-02-01,2025-02-16,2025-02-16,78,892.85,0
PO010623,S002,P043,2025-02-01,2025-02-07,2025-02-07,471,345.43,0
PO010624,S009,P012,2025-02-01,2025-02-12,2025-02-12,285,327.54,0
PO010625,S002,P004,2025-02-01,2025-02-06,2025-02-06,474,105.18,0
PO010626,S014,P028,2025-02-01,2025-02-18,2025-02-19,157,618.0,1
PO010627,S005,P042,2025-02-01,2025-02-07,2025-02-07,349,364.35,0
PO010628,S012,P005,2025-02-01,2025-02-16,2025-02-16,454,621.06,0
PO010629,S002,P013,2025-02-01,2025-02-07,2025-02-07,439,483.27,0
PO010630,S009,P029,2025-02-01,2025-02-12,2025-02-16,362,134.07,4
PO010631,S004,P025,2025-02-01,2025-02-06,2025-02-10,287,569.37,4
PO010632,S004,P041,2025-02-01,2025-02-06,2025-02-06,175,869.95,0
PO010633,S003,P045,2025-02-01,2025-02-06,2025-02-06,198,892.85,0
PO010634,S006,P038,2025-02-01,2025-02-13,2025-02-13,240,721.51,0
PO010635,S010,P045,2025-02-01,2025-02-13,2025-02-13,147,892.85,0
PO010636,S008,P034,2025-02-01,2025-02-12,2025-02-12,74,183.88,0
PO010637,S009,P020,2025-02-01,2025-02-13,2025-02-13,378,700.02,0
PO010638,S003,P011,2025-02-01,2025-02-08,2025-02-08,149,631.26,0
PO010639,S012,P019,2025-02-01,2025-02-19,2025-02-19,274,339.38,0
PO010640,S005,P019,2025-02-01,2025-02-06,2025-02-06,79,339.38,0
PO010641,S004,P024,2025-02-01,2025-02-07,2025-02-07,489,346.13,0
PO010642,S009,P049,2025-02-01,2025-02-13,2025-02-13,445,546.6,0
PO010643,S003,P047,2025-02-01,2025-02-08,2025-02-08,261,772.75,0
PO010644,S014,P036,2025-02-01,2025-02-20,2025-02-26,365,783.63,6
PO010645,S002,P047,2025-02-01,2025-02-07,2025-02-07,61,772.75,0
PO010646,S005,P021,2025-02-01,2025-02-07,2025-02-07,55,165.94,0
PO010647,S011,P022,2025-02-01,2025-02-16,2025-02-21,343,82.67,5
PO010648,S004,P020,2025-02-01,2025-02-07,2025-02-07,335,700.02,0
PO010649,S015,P021,2025-02-01,2025-02-21,2025-02-21,394,165.94,0
PO010650,S012,P026,2025-02-01,2025-02-18,2025-02-28,311,971.11,10
PO010651,S002,P019,2025-02-01,2025-02-06,2025-02-06,339,339.38,0
PO010652,S002,P039,2025-02-01,2025-02-06,2025-02-06,181,782.71,0
PO010653,S001,P026,2025-02-01,2025-02-07,2025-02-07,413,971.11,0
PO010654,S011,P048,2025-02-01,2025-02-17,2025-02-17,355,782.42,0
PO010655,S012,P020,2025-02-01,2025-02-18,2025-02-18,419,700.02,0
PO010656,S011,P029,2025-02-01,2025-02-21,2025-02-21,148,134.07,0
PO010657,S012,P033,2025-02-01,2025-02-20,2025-02-20,205,316.89,0
PO010658,S003,P002,2025-02-01,2025-02-06,2025-02-06,296,745.39,0
PO010659,S001,P036,2025-02-01,2025-02-07,2025-02-07,271,783.63,0
PO010660,S003,P010,2025-02-01,2025-02-08,2025-02-08,224,460.35,0
PO010661,S004,P024,2025-02-01,2025-02-07,2025-02-07,392,346.13,0
PO010662,S006,P036,2025-02-01,2025-02-13,2025-02-13,481,783.63,0
PO010663,S006,P025,2025-02-01,2025-02-11,2025-02-11,396,569.37,0
PO010664,S014,P001,2025-02-01,2025-02-18,2025-02-18,149,405.81,0
PO010665,S005,P037,2025-02-01,2025-02-06,2025-02-06,244,55.25,0
PO010666,S013,P032,2025-02-01,2025-02-17,2025-02-17,167,837.3,0
PO010667,S006,P031,2025-02-01,2025-02-12,2025-02-12,273,419.24,0
PO010668,S004,P020,2025-02-01,2025-02-06,2025-02-06,123,700.02,0
PO010669,S008,P017,2025-02-01,2025-02-10,2025-02-10,163,111.8,0
PO010670,S001,P023,2025-02-01,2025-02-07,2025-02-07,284,295.84,0
PO010671,S006,P024,2025-02-01,2025-02-13,2025-02-13,176,346.13,0
PO010672,S005,P028,2025-02-01,2025-02-07,2025-02-07,316,618.0,0
PO010673,S008,P049,2025-02-01,2025-02-13,2025-02-13,316,546.6,0
PO010674,S015,P010,2025-02-01,2025-02-20,2025-02-22,90,460.35,2
PO010675,S009,P017,2025-02-01,2025-02-10,2025-02-10,86,111.8,0
PO010676,S002,P047,2025-02-01,2025-02-06,2025-02-06,328,772.75,0
PO010677,S004,P022,2025-02-01,2025-02-08,2025-02-08,276,82.67,0
PO010678,S004,P003,2025-02-01,2025-02-08,2025-02-08,421,198.22,0
PO010679,S008,P027,2025-02-01,2025-02-11,2025-02-11,65,942.52,0
PO010680,S005,P007,2025-02-01,2025-02-07,2025-02-07,362,840.82,0
PO010681,S003,P040,2025-02-01,2025-02-06,2025-02-06,229,390.54,0
PO010682,S010,P030,2025-02-01,2025-02-09,2025-02-09,345,92.97,0
PO010683,S001,P001,2025-02-01,2025-02-08,2025-02-08,366,405.81,0
PO010684,S012,P022,2025-02-01,2025-02-20,2025-02-20,497,82.67,0
PO010685,S011,P014,2025-02-01,2025-02-16,2025-02-16,321,239.69,0
PO010686,S001,P012,2025-02-01,2025-02-07,2025-02-07,423,327.54,0
PO010687,S010,P044,2025-02-01,2025-02-13,2025-02-19,479,743.13,6
PO010688,S013,P030,2025-02-01,2025-02-18,2025-02-18,278,92.97,0
PO010689,S006,P047,2025-02-01,2025-02-13,2025-02-13,446,772.75,0
PO010690,S014,P001,2025-02-01,2025-02-18,2025-02-18,336,405.81,0
PO010691,S008,P035,2025-02-01,2025-02-12,2025-02-12,448,120.82,0
PO010692,S006,P038,2025-02-01,2025-02-13,2025-02-13,473,721.51,0
PO010693,S005,P033,2025-02-01,2025-02-06,2025-02-06,227,316.89,0
PO010694,S002,P045,2025-02-01,2025-02-08,2025-02-08,439,892.85,0
PO010695,S013,P031,2025-02-01,2025-02-19,2025-02-26,206,419.24,7
PO010696,S007,P039,2025-02-01,2025-02-12,2025-02-12,91,782.71,0
PO010697,S007,P019,2025-02-01,2025-02-11,2025-02-11,240,339.38,0
PO010698,S006,P041,2025-02-01,2025-02-12,2025-02-12,56,869.95,0
PO010699,S013,P032,2025-02-01,2025-02-21,2025-02-21,108,837.3,0
PO010700,S010,P034,2025-02-01,2025-02-10,2025-02-10,389,183.88,0
PO010701,S004,P046,2025-02-01,2025-02-07,2025-02-07,280,163.61,0
PO010702,S005,P003,2025-02-01,2025-02-08,2025-02-08,261,198.22,0
PO010703,S007,P027,2025-02-01,2025-02-09,2025-02-09,213,942.52,0
PO010704,S001,P007,2025-02-01,2025-02-06,2025-02-06,466,840.82,0
PO010705,S012,P032,2025-02-01,2025-02-17,2025-02-17,450,837.3,0
PO010706,S007,P041,2025-02-01,2025-02-10,2025-02-10,344,869.95,0
PO010707,S011,P042,2025-02-01,2025-02-19,2025-02-21,347,364.35,2
PO010708,S010,P034,2025-02-01,2025-02-09,2025-02-16,293,183.88,7
PO010709,S013,P025,2025-02-01,2025-02-19,2025-02-19,229,569.37,0
PO010710,S002,P032,2025-02-01,2025-02-07,2025-02-08,74,837.3,1
PO010711,S010,P026,2025-02-01,2025-02-13,2025-02-13,436,971.11,0
PO010712,S015,P047,2025-02-01,2025-02-18,2025-02-27,62,772.75,9
PO010713,S008,P012,2025-02-01,2025-02-09,2025-02-09,491,327.54,0
PO010714,S011,P030,2025-02-01,2025-02-16,2025-02-24,244,92.97,8
PO010715,S008,P039,2025-02-01,2025-02-09,2025-02-09,218,782.71,0
PO010716,S003,P035,2025-02-01,2025-02-06,2025-02-06,190,120.82,0
PO010717,S010,P027,2025-02-01,2025-02-10,2025-02-13,333,942.52,3
PO010718,S004,P026,2025-02-01,2025-02-06,2025-02-06,52,971.11,0
PO010719,S013,P033,2025-02-01,2025-02-20,2025-02-20,351,316.89,0
PO010720,S012,P002,2025-02-01,2025-02-19,2025-02-23,429,745.39,4
PO010721,S015,P025,2025-02-01,2025-02-17,2025-02-22,467,569.37,5
PO010722,S012,P017,2025-02-01,2025-02-20,2025-02-20,364,111.8,0
PO010723,S002,P003,2025-02-01,2025-02-07,2025-02-07,320,198.22,0
PO010724,S013,P021,2025-02-01,2025-02-19,2025-02-22,276,165.94,3
PO010725,S011,P014,2025-02-01,2025-02-20,2025-02-24,51,239.69,4
PO010726,S003,P050,2025-02-01,2025-02-08,2025-02-08,95,74.15,0
PO010727,S005,P026,2025-02-01,2025-02-06,2025-02-06,253,971.11,0
PO010728,S010,P017,2025-02-01,2025-02-11,2025-02-11,379,111.8,0
PO010729,S007,P018,2025-02-01,2025-02-09,2025-02-09,358,967.35,0
PO010730,S005,P020,2025-02-01,2025-02-08,2025-02-08,182,700.02,0
PO010731,S012,P011,2025-02-01,2025-02-19,2025-03-01,426,631.26,10
PO010732,S015,P026,2025-02-01,2025-02-18,2025-02-18,140,971.11,0
PO010733,S005,P027,2025-02-01,2025-02-08,2025-02-08,155,942.52,0
PO010734,S004,P022,2025-02-01,2025-02-07,2025-02-07,283,82.67,0
PO010735,S008,P036,2025-02-01,2025-02-12,2025-02-12,400,783.63,0
PO010736,S004,P030,2025-02-01,2025-02-07,2025-02-07,318,92.97,0
PO010737,S007,P049,2025-02-01,2025-02-11,2025-02-11,351,546.6,0
PO010738,S008,P034,2025-02-01,2025-02-12,2025-02-12,451,183.88,0
PO010739,S013,P003,2025-02-01,2025-02-17,2025-02-17,128,198.22,0
PO010740,S008,P012,2025-02-01,2025-02-13,2025-02-13,114,327.54,0
PO010741,S015,P022,2025-02-01,2025-02-19,2025-02-19,344,82.67,0
PO010742,S015,P009,2025-02-01,2025-02-20,2025-02-20,341,339.03,0
PO010743,S013,P021,2025-02-01,2025-02-16,2025-02-16,151,165.94,0
PO010744,S012,P012,2025-02-01,2025-02-19,2025-02-19,437,327.54,0
PO010745,S005,P024,2025-02-01,2025-02-06,2025-02-06,452,346.13,0
PO010746,S007,P008,2025-02-01,2025-02-11,2025-02-11,70,222.73,0
PO010747,S008,P006,2025-02-01,2025-02-12,2025-02-12,167,69.56,0
PO010748,S007,P042,2025-02-01,2025-02-12,2025-02-17,459,364.35,5
PO010749,S012,P030,2025-02-01,2025-02-17,2025-02-17,197,92.97,0
PO010750,S010,P035,2025-02-01,2025-02-10,2025-02-10,261,120.82,0
PO010751,S008,P020,2025-02-01,2025-02-13,2025-02-15,341,700.02,2
PO010752,S005,P014,2025-02-01,2025-02-08,2025-02-08,82,239.69,0
PO010753,S004,P008,2025-02-01,2025-02-06,2025-02-11,71,222.73,5
PO010754,S009,P031,2025-02-01,2025-02-11,2025-02-11,222,419.24,0
PO010755,S008,P041,2025-02-01,2025-02-11,2025-02-11,482,869.95,0
PO010756,S009,P049,2025-02-01,2025-02-12,2025-02-12,376,546.6,0
PO010757,S013,P002,2025-02-01,2025-02-21,2025-02-21,370,745.39,0
PO010758,S011,P022,2025-02-01,2025-02-19,2025-02-19,256,82.67,0
PO010759,S007,P021,2025-02-01,2025-02-13,2025-02-13,243,165.94,0
PO010760,S008,P001,2025-02-01,2025-02-12,2025-02-12,491,405.81,0
PO010761,S010,P035,2025-02-01,2025-02-11,2025-02-11,91,120.82,0
PO010762,S005,P001,2025-02-01,2025-02-08,2025-02-08,434,405.81,0
PO010763,S003,P020,2025-02-01,2025-02-06,2025-02-06,110,700.02,0
PO010764,S001,P034,2025-02-01,2025-02-08,2025-02-17,101,183.88,9
PO010765,S007,P008,2025-02-01,2025-02-09,2025-02-09,441,222.73,0
PO010766,S003,P042,2025-02-01,2025-02-07,2025-02-07,340,364.35,0
PO010767,S013,P048,2025-02-01,2025-02-17,2025-02-27,384,782.42,10
PO010768,S013,P043,2025-02-01,2025-02-16,2025-02-16,444,345.43,0
PO010769,S011,P031,2025-02-01,2025-02-21,2025-02-21,134,419.24,0
PO010770,S011,P011,2025-02-01,2025-02-20,2025-03-02,477,631.26,10
PO010771,S006,P025,2025-02-01,2025-02-12,2025-02-12,390,569.37,0
PO010772,S011,P030,2025-02-01,2025-02-16,2025-02-16,64,92.97,0
PO010773,S013,P017,2025-02-01,2025-02-18,2025-02-25,382,111.8,7
PO010774,S011,P007,2025-02-01,2025-02-21,2025-02-21,313,840.82,0
PO010775,S005,P047,2025-02-01,2025-02-08,2025-02-08,437,772.75,0
PO010776,S006,P039,2025-02-01,2025-02-10,2025-02-13,234,782.71,3
PO010777,S013,P011,2025-02-01,2025-02-18,2025-02-18,416,631.26,0
PO010778,S008,P027,2025-02-01,2025-02-12,2025-02-12,243,942.52,0
PO010779,S010,P038,2025-02-01,2025-02-12,2025-02-12,158,721.51,0
PO010780,S011,P014,2025-02-01,2025-02-18,2025-02-18,187,239.69,0
PO010781,S008,P020,2025-02-01,2025-02-13,2025-02-17,210,700.02,4
PO010782,S002,P028,2025-02-01,2025-02-07,2025-02-07,125,618.0,0
PO010783,S002,P007,2025-02-01,2025-02-07,2025-02-07,282,840.82,0
PO010784,S006,P038,2025-02-01,2025-02-09,2025-02-09,269,721.51,0
PO010785,S015,P023,2025-02-01,2025-02-18,2025-02-18,58,295.84,0
PO010786,S006,P034,2025-02-01,2025-02-10,2025-02-19,182,183.88,9
PO010787,S005,P014,2025-02-01,2025-02-08,2025-02-08,494,239.69,0
PO010788,S006,P028,2025-02-01,2025-02-09,2025-02-09,339,618.0,0
PO010789,S008,P043,2025-02-01,2025-02-11,2025-02-11,347,345.43,0
PO010790,S014,P027,2025-02-01,2025-02-18,2025-02-21,90,942.52,3
PO010791,S001,P029,2025-02-01,2025-02-08,2025-02-08,253,134.07,0
PO010792,S006,P022,2025-02-01,2025-02-10,2025-02-10,172,82.67,0
PO010793,S004,P004,2025-02-01,2025-02-08,2025-02-08,171,105.18,0
PO010794,S004,P005,2025-02-01,2025-02-07,2025-02-07,101,621.06,0
PO010795,S004,P050,2025-02-01,2025-02-07,2025-02-07,491,74.15,0
PO010796,S001,P040,2025-02-01,2025-02-07,2025-02-07,225,390.54,0
PO010797,S014,P021,2025-02-01,2025-02-17,2025-02-17,491,165.94,0
PO010798,S001,P012,2025-02-01,2025-02-06,2025-02-06,369,327.54,0
PO010799,S014,P004,2025-02-01,2025-02-20,2025-02-20,317,105.18,0
PO010800,S003,P037,2025-02-01,2025-02-06,2025-02-06,64,55.25,0
PO010801,S007,P029,2025-02-01,2025-02-12,2025-02-12,247,134.07,0
PO010802,S001,P039,2025-02-01,2025-02-06,2025-02-08,411,782.71,2
PO010803,S008,P037,2025-02-01,2025-02-09,2025-02-09,460,55.25,0
PO010804,S002,P034,2025-02-01,2025-02-06,2025-02-06,208,183.88,0
PO010805,S007,P049,2025-02-01,2025-02-09,2025-02-09,353,546.6,0
PO010806,S014,P005,2025-02-01,2025-02-18,2025-02-18,396,621.06,0
PO010807,S001,P001,2025-02-01,2025-02-07,2025-02-07,158,405.81,0
PO010808,S002,P004,2025-02-01,2025-02-06,2025-02-06,324,105.18,0
PO010809,S003,P043,2025-02-01,2025-02-06,2025-02-06,138,345.43,0
PO010810,S006,P016,2025-02-01,2025-02-13,2025-02-13,485,627.17,0
PO010811,S008,P038,2025-02-01,2025-02-11,2025-02-11,147,721.51,0
PO010812,S004,P049,2025-02-01,2025-02-07,2025-02-07,351,546.6,0
PO010813,S011,P037,2025-02-01,2025-02-20,2025-02-20,428,55.25,0
PO010814,S015,P048,2025-02-01,2025-02-16,2025-02-16,86,782.42,0
PO010815,S002,P010,2025-02-01,2025-02-07,2025-02-07,221,460.35,0
PO010816,S006,P042,2025-02-01,2025-02-13,2025-02-13,264,364.35,0
PO010817,S004,P016,2025-02-01,2025-02-07,2025-02-07,421,627.17,0
PO010818,S012,P019,2025-02-01,2025-02-19,2025-02-19,134,339.38,0
PO010819,S003,P021,2025-02-01,2025-02-08,2025-02-08,302,165.94,0
PO010820,S004,P029,2025-02-01,2025-02-08,2025-02-08,492,134.07,0
PO010821,S006,P016,2025-02-01,2025-02-12,2025-02-22,413,627.17,10
PO010822,S007,P047,2025-02-01,2025-02-11,2025-02-11,92,772.75,0
PO010823,S011,P034,2025-02-01,2025-02-18,2025-02-18,413,183.88,0
PO010824,S008,P048,2025-02-01,2025-02-13,2025-02-13,165,782.42,0
PO010825,S005,P012,2025-02-01,2025-02-07,2025-02-07,425,327.54,0
PO010826,S005,P041,2025-02-01,2025-02-08,2025-02-08,221,869.95,0
PO010827,S005,P021,2025-02-01,2025-02-07,2025-02-07,323,165.94,0
PO010828,S011,P042,2025-02-01,2025-02-19,2025-02-19,499,364.35,0
PO010829,S008,P008,2025-02-01,2025-02-10,2025-02-10,68,222.73,0
PO010830,S010,P019,2025-02-01,2025-02-13,2025-02-13,420,339.38,0
PO010831,S006,P025,2025-02-01,2025-02-11,2025-02-11,172,569.37,0
PO010832,S008,P037,2025-02-01,2025-02-12,2025-02-12,216,55.25,0
PO010833,S003,P036,2025-02-01,2025-02-06,2025-02-06,299,783.63,0
PO010834,S004,P028,2025-02-01,2025-02-08,2025-02-16,385,618.0,8
PO010835,S006,P036,2025-02-01,2025-02-13,2025-02-13,359,783.63,0
PO010836,S005,P025,2025-02-01,2025-02-07,2025-02-07,159,569.37,0
PO010837,S013,P022,2025-02-01,2025-02-16,2025-02-19,452,82.67,3
PO010838,S012,P017,2025-02-01,2025-02-21,2025-02-21,319,111.8,0
PO010839,S003,P033,2025-02-01,2025-02-06,2025-02-06,428,316.89,0
PO010840,S009,P005,2025-02-01,2025-02-10,2025-02-10,100,621.06,0
PO010841,S005,P010,2025-02-01,2025-02-07,2025-02-07,316,460.35,0
PO010842,S004,P014,2025-02-01,2025-02-08,2025-02-08,222,239.69,0
PO010843,S002,P043,2025-02-01,2025-02-07,2025-02-07,184,345.43,0
PO010844,S014,P043,2025-02-01,2025-02-16,2025-02-16,436,345.43,0
PO010845,S008,P042,2025-02-01,2025-02-12,2025-02-12,229,364.35,0
PO010846,S004,P011,2025-02-01,2025-02-08,2025-02-08,295,631.26,0
PO010847,S015,P048,2025-02-01,2025-02-17,2025-02-17,112,782.42,0
PO010848,S014,P018,2025-02-01,2025-02-18,2025-02-18,293,967.35,0
PO010849,S004,P015,2025-02-01,2025-02-07,2025-02-07,178,612.79,0
PO010850,S005,P034,2025-02-01,2025-02-06,2025-02-06,176,183.88,0
PO010851,S015,P003,2025-02-01,2025-02-17,2025-02-17,458,198.22,0
PO010852,S003,P029,2025-02-01,2025-02-08,2025-02-08,114,134.07,0
PO010853,S010,P013,2025-02-01,2025-02-13,2025-02-13,360,483.27,0
PO010854,S013,P043,2025-02-01,2025-02-20,2025-02-20,221,345.43,0
PO010855,S004,P008,2025-02-01,2025-02-07,2025-02-07,361,222.73,0
PO010856,S002,P035,2025-02-01,2025-02-07,2025-02-07,230,120.82,0
PO010857,S003,P030,2025-02-01,2025-02-06,2025-02-06,490,92.97,0
PO010858,S013,P037,2025-02-01,2025-02-20,2025-02-20,468,55.25,0
PO010859,S006,P026,2025-02-01,2025-02-10,2025-02-11,189,971.11,1
PO010860,S011,P048,2025-02-01,2025-02-18,2025-02-18,220,782.42,0
PO010861,S003,P033,2025-02-01,2025-02-08,2025-02-08,459,316.89,0
PO010862,S014,P047,2025-02-01,2025-02-17,2025-02-17,476,772.75,0
PO010863,S014,P011,2025-02-01,2025-02-21,2025-02-21,127,631.26,0
PO010864,S004,P047,2025-02-01,2025-02-08,2025-02-08,343,772.75,0
PO010865,S007,P031,2025-02-01,2025-02-09,2025-02-09,244,419.24,0
PO010866,S014,P033,2025-02-01,2025-02-19,2025-02-20,259,316.89,1
PO010867,S015,P009,2025-02-01,2025-02-20,2025-02-20,446,339.03,0
PO010868,S010,P044,2025-02-01,2025-02-11,2025-02-11,160,743.13,0
PO010869,S014,P049,2025-02-01,2025-02-18,2025-02-18,466,546.6,0
PO010870,S013,P026,2025-02-01,2025-02-16,2025-02-26,388,971.11,10
PO010871,S009,P023,2025-02-01,2025-02-09,2025-02-09,151,295.84,0
PO010872,S003,P033,2025-02-01,2025-02-07,2025-02-07,414,316.89,0
PO010873,S010,P038,2025-02-01,2025-02-13,2025-02-13,308,721.51,0
PO010874,S001,P049,2025-02-01,2025-02-08,2025-02-08,235,546.6,0
PO010875,S012,P014,2025-02-01,2025-02-17,2025-02-17,67,239.69,0
PO010876,S005,P026,2025-02-01,2025-02-06,2025-02-06,449,971.11,0
PO010877,S008,P002,2025-02-01,2025-02-13,2025-02-13,309,745.39,0
PO010878,S011,P033,2025-02-01,2025-02-17,2025-02-17,60,316.89,0
PO010879,S004,P029,2025-02-01,2025-02-07,2025-02-15,236,134.07,8
PO010880,S004,P002,2025-02-01,2025-02-07,2025-02-07,256,745.39,0
PO010881,S008,P013,2025-02-01,2025-02-12,2025-02-12,245,483.27,0
PO010882,S008,P013,2025-02-01,2025-02-12,2025-02-12,317,483.27,0
PO010883,S004,P022,2025-02-01,2025-02-08,2025-02-08,428,82.67,0
PO010884,S006,P004,2025-02-01,2025-02-12,2025-02-12,451,105.18,0
PO010885,S009,P040,2025-02-01,2025-02-09,2025-02-09,355,390.54,0
PO010886,S015,P042,2025-02-01,2025-02-21,2025-02-21,140,364.35,0
PO010887,S006,P036,2025-02-01,2025-02-10,2025-02-10,426,783.63,0
PO010888,S002,P049,2025-02-01,2025-02-06,2025-02-06,291,546.6,0
PO010889,S007,P003,2025-02-01,2025-02-12,2025-02-12,439,198.22,0
PO010890,S002,P031,2025-02-01,2025-02-07,2025-02-07,93,419.24,0
PO010891,S008,P031,2025-02-01,2025-02-11,2025-02-11,257,419.24,0
PO010892,S006,P006,2025-02-01,2025-02-09,2025-02-09,134,69.56,0
PO010893,S005,P046,2025-02-01,2025-02-08,2025-02-08,275,163.61,0
PO010894,S012,P031,2025-02-01,2025-02-20,2025-02-28,442,419.24,8
PO010895,S013,P002,2025-02-01,2025-02-18,2025-02-28,470,745.39,10
PO010896,S015,P026,2025-02-01,2025-02-18,2025-02-20,454,971.11,2
PO010897,S004,P006,2025-02-01,2025-02-07,2025-02-07,91,69.56,0
PO010898,S002,P034,2025-02-01,2025-02-06,2025-02-06,268,183.88,0
PO010899,S002,P050,2025-02-01,2025-02-08,2025-02-08,270,74.15,0
PO010900,S002,P039,2025-02-01,2025-02-07,2025-02-07,66,782.71,0
PO010901,S003,P041,2025-02-01,2025-02-07,2025-02-07,196,869.95,0
PO010902,S002,P019,2025-02-01,2025-02-07,2025-02-07,263,339.38,0
PO010903,S003,P015,2025-02-01,2025-02-07,2025-02-07,459,612.79,0
PO010904,S009,P018,2025-02-01,2025-02-10,2025-02-13,85,967.35,3
PO010905,S003,P035,2025-02-01,2025-02-08,2025-02-08,469,120.82,0
PO010906,S014,P028,2025-02-01,2025-02-20,2025-02-20,126,618.0,0
PO010907,S007,P044,2025-02-01,2025-02-11,2025-02-11,56,743.13,0
PO010908,S005,P043,2025-02-01,2025-02-06,2025-02-06,69,345.43,0
PO010909,S011,P040,2025-02-01,2025-02-18,2025-02-18,379,390.54,0
PO010910,S009,P048,2025-02-01,2025-02-10,2025-02-10,77,782.42,0
PO010911,S009,P046,2025-02-01,2025-02-12,2025-02-12,86,163.61,0
PO010912,S010,P043,2025-02-01,2025-02-09,2025-02-09,211,345.43,0
